1	1	30
2	1	29
3	1	30
4	1	44
5	2	21
6	2	29
7	2	32
8	2	29
9	2	30
10	2	29
11	2	23
12	2	28
13	2	28
14	2	29
15	2	42
16	2	28
17	2	30
18	2	30
19	2	25
19	3	5
19	4	2
20	4	5
20	5	39
20	6	7
20	7	1
21	7	29
22	7	30
23	7	30
24	7	32
25	7	29
26	7	32
27	7	36
28	7	30
29	7	30
30	7	29
31	7	30
32	8	28
33	8	30
34	8	23
34	9	7
35	9	28
36	9	39
37	9	30
38	9	30
39	9	30
40	9	29
41	9	29
42	9	37
43	10	32
44	10	29
45	10	26
46	10	35
47	10	15
48	10	29
49	10	30
50	10	29
51	10	17
52	10	25
53	10	27
54	10	28
55	10	29
56	10	30
57	10	17
58	10	21
59	10	30
60	10	28
61	10	30
62	10	24
63	11	29
64	11	29
65	11	26
66	11	19
66	12	17
67	12	29
67	13	3
67	14	3
68	14	29
69	14	12
69	15	11
70	15	29
71	15	24
72	15	29
73	15	30
74	15	29
75	15	24
76	15	39
77	15	21
77	16	8
78	16	30
79	16	1
79	17	29
80	17	26
81	17	30
82	17	41
83	17	28
84	17	35
85	17	36
86	17	47
87	17	34
88	17	33
89	17	27
90	18	33
91	18	36
92	18	13
92	19	13
93	19	31
94	19	27
95	19	30
96	19	39
97	19	59
98	20	58
99	20	56
100	20	59
101	20	62
102	20	60
103	20	60
104	20	54
105	20	71
106	20	54
107	22	54
108	23	58
109	24	65
110	24	54
111	24	60
112	26	47
113	26	26
113	27	18
113	28	15
114	28	69
115	28	66
116	28	54
117	28	48
118	28	69
119	28	58
120	28	36
120	29	27
121	29	56
122	29	16
122	30	41
123	30	2
123	31	50
124	32	59
125	32	56
126	32	35
127	32	82
128	32	22
129	32	60
130	32	52
131	32	45
132	32	58
133	32	56
134	32	63
135	32	63
136	32	22
136	33	38
137	33	60
138	33	60
139	33	57
140	33	57
141	33	60
142	33	60
143	33	56
144	33	58
145	33	53
146	33	60
147	34	59
148	34	81
149	34	18
149	35	42
150	35	59
151	35	54
152	35	57
153	35	68
154	35	78
155	35	56
156	36	56
157	36	46
157	37	14
158	37	34
158	38	20
159	38	59
160	38	62
161	38	60
161	39	6
162	39	53
163	39	35
164	39	59
165	39	68
166	39	75
167	39	60
168	39	60
169	39	33
170	39	53
171	39	12
171	40	48
172	41	32
172	42	21
173	42	59
174	42	54
175	42	60
176	42	28
177	42	69
178	42	47
179	42	56
180	42	59
181	42	72
182	42	64
183	42	68
184	43	88
185	44	24
186	44	62
187	44	57
188	44	16
188	45	38
189	46	60
190	46	60
191	46	22
191	47	31
192	47	57
193	47	54
194	47	60
195	47	57
196	48	56
197	48	54
198	48	60
199	48	60
200	49	47
201	49	28
202	49	60
203	50	34
203	51	23
204	51	71
205	51	93
205	52	33
206	52	89
207	52	85
208	52	80
209	52	87
210	52	89
211	52	85
212	53	99
213	53	90
214	53	57
214	54	32
215	54	87
216	54	96
217	54	78
218	54	101
219	54	89
220	54	90
221	54	85
222	54	105
223	54	96
224	54	94
225	54	90
226	54	12
226	55	87
227	55	105
228	55	126
229	55	63
230	55	83
231	55	84
231	56	5
232	56	87
233	56	90
234	56	85
235	56	89
236	56	117
237	56	87
238	56	105
239	56	110
240	56	80
241	56	72
242	56	105
243	56	87
244	56	110
245	56	110
246	56	99
247	56	90
248	56	90
249	56	119
250	56	92
251	56	85
252	56	90
253	56	94
254	56	76
255	56	85
256	56	85
257	56	85
258	56	90
259	56	85
260	56	83
261	56	49
262	56	90
263	56	49
264	56	103
265	56	74
266	56	83
267	56	83
268	56	87
269	56	90
270	56	87
271	56	69
272	56	81
273	56	87
274	56	87
275	56	51
275	57	39
276	57	81
277	57	39
277	58	39
278	58	78
279	58	89
280	58	87
281	58	90
282	58	87
283	58	57
283	59	6
284	60	56
285	60	76
286	60	83
287	60	90
288	60	89
289	60	38
290	60	83
291	61	45
291	62	45
292	62	89
293	62	80
294	62	89
295	62	87
296	62	90
297	62	121
298	62	83
299	62	87
300	62	85
301	62	89
302	62	103
303	62	128
304	62	89
305	62	85
306	62	83
307	62	71
308	62	76
309	62	80
310	62	89
311	62	87
312	62	123
313	62	116
314	62	70
315	62	4
315	63	102
316	63	125
317	63	113
318	63	111
319	63	118
320	63	130
321	63	88
321	64	68
322	64	159
323	64	111
324	64	96
325	64	125
326	64	123
327	64	84
328	64	101
329	64	147
330	64	116
331	64	111
332	64	111
333	64	171
334	64	112
334	65	6
335	65	123
336	65	116
337	65	116
338	65	111
339	65	96
340	65	137
341	65	140
342	65	118
343	65	116
344	65	118
345	65	118
346	65	116
347	65	116
348	65	111
349	65	123
350	65	116
351	65	116
352	65	118
353	65	80
354	65	118
355	65	116
356	65	120
357	65	128
358	65	101
359	65	111
360	65	113
361	65	40
361	66	83
362	66	130
363	66	123
364	67	113
365	67	118
366	67	116
367	67	137
368	67	125
369	67	132
370	67	106
371	67	111
372	68	120
373	68	140
374	68	113
375	70	101
376	70	118
377	70	70
378	70	44
378	71	64
379	72	140
380	72	120
381	72	113
382	72	116
383	72	123
384	72	135
385	72	77
386	72	125
387	72	113
388	72	130
389	72	116
390	72	99
391	72	116
392	72	116
393	72	113
394	72	118
395	72	137
396	72	132
397	72	116
398	72	166
399	72	128
400	72	118
401	72	135
402	72	180
403	72	111
404	72	147
405	72	120
406	72	116
407	72	111
408	72	113
409	72	120
410	72	113
411	72	120
412	72	110
413	72	150
414	72	147
415	73	144
416	73	144
417	74	198
418	74	144
419	74	156
420	74	180
421	74	252
422	74	132
423	74	147
424	74	150
425	74	135
426	74	177
427	74	100
427	75	47
428	75	141
429	75	171
430	75	55
430	76	110
431	77	80
431	78	70
432	79	150
433	79	189
434	79	141
435	79	135
436	79	153
437	79	132
438	79	99
439	79	150
440	79	132
441	79	150
442	79	138
443	79	141
444	79	135
445	79	147
446	79	123
447	79	25
447	80	140
448	84	150
449	84	198
450	84	126
451	84	147
452	84	147
453	85	150
454	85	129
455	85	132
456	86	25
456	87	20
456	88	108
457	88	99
458	88	147
459	88	129
460	88	147
461	88	141
462	88	147
463	88	144
464	88	165
465	88	96
466	88	126
467	88	135
468	88	168
469	88	150
470	88	144
471	88	147
472	90	129
473	90	153
474	91	141
475	91	132
476	91	135
477	91	192
478	91	160
478	92	20
479	92	141
480	92	132
481	92	183
482	92	159
483	92	150
484	92	129
485	92	135
486	92	75
487	92	132
488	92	141
489	92	147
490	92	138
491	92	138
492	92	162
493	92	168
494	92	168
495	92	132
496	92	96
497	92	10
497	93	125
498	93	165
498	94	24
499	94	117
500	94	138
501	94	156
502	94	57
503	94	150
504	94	147
505	94	135
506	94	147
507	94	105
507	95	30
508	95	150
509	95	144
510	95	136
511	95	198
512	95	198
513	95	220
514	95	188
515	95	162
516	95	180
517	95	188
518	95	166
519	96	148
520	96	101
521	96	177
522	97	148
523	98	159
524	98	180
525	98	162
525	99	11
526	99	102
526	100	71
527	100	162
528	100	180
529	100	126
529	101	48
529	102	96
530	102	126
531	102	195
532	102	180
533	102	6
533	103	171
534	103	166
535	103	180
536	103	191
537	103	180
538	103	170
539	103	170
540	104	177
541	104	36
541	105	177
542	107	48
542	108	60
542	109	62
543	110	123
544	110	150
544	111	30
544	112	4
545	113	102
545	114	75
546	114	48
546	115	118
547	115	12
547	116	168
548	116	177
549	116	134
550	116	170
551	116	173
552	116	188
553	116	166
554	116	101
555	116	162
556	116	173
557	116	195
558	116	180
559	116	152
560	116	76
561	117	173
562	118	90
562	119	18
562	120	18
562	121	30
562	122	39
563	122	180
564	122	180
565	122	173
566	122	42
566	123	60
566	124	18
566	125	57
567	126	12
567	127	54
567	128	118
568	128	141
569	130	162
570	130	144
571	130	141
572	130	166
573	130	173
574	130	180
575	130	144
576	130	162
577	130	150
577	131	16
578	134	170
579	134	180
580	134	202
581	134	191
582	134	166
583	134	188
584	135	174
584	136	39
585	136	170
586	137	116
587	137	213
588	137	108
589	137	177
590	137	180
591	137	177
592	137	173
593	137	144
594	137	180
595	137	159
596	137	148
597	137	170
598	137	162
599	137	162
600	137	155
601	137	177
602	137	209
603	137	173
604	137	184
605	137	195
606	137	170
607	137	141
608	137	209
609	137	240
610	137	114
611	137	273
612	137	210
613	137	173
614	137	202
615	137	185
616	137	189
617	137	173
618	137	198
619	137	206
620	137	181
621	137	210
622	137	202
623	137	202
624	137	198
625	137	252
626	137	198
627	137	189
628	137	210
629	137	206
630	137	245
630	138	49
631	138	210
632	138	181
633	138	91
633	139	111
634	139	198
635	139	194
636	139	202
637	139	202
638	139	210
639	139	198
640	139	198
641	139	198
642	139	177
643	139	202
644	139	185
645	139	210
646	139	219
647	139	236
648	139	173
649	139	236
650	139	236
651	139	215
652	139	210
653	139	168
654	139	215
655	139	206
656	139	202
657	139	231
658	139	156
659	139	198
660	139	252
661	139	105
661	140	105
662	140	194
663	140	202
664	140	147
664	141	42
665	141	194
666	141	252
667	141	160
668	141	236
669	141	206
670	141	143
671	141	227
672	141	126
672	142	59
673	142	202
674	142	210
675	142	248
676	142	181
677	142	206
678	142	362
679	142	210
680	142	244
681	142	77
681	143	150
682	143	185
683	143	198
684	143	160
685	143	231
686	143	240
687	143	202
688	143	202
689	143	168
690	143	14
690	144	35
690	145	145
691	145	202
692	145	181
693	145	206
694	145	91
694	146	115
695	146	42
696	146	194
697	146	168
698	146	210
699	146	114
700	146	212
701	146	236
702	146	240
703	146	226
704	146	240
705	146	255
706	146	178
707	146	176
707	147	64
708	147	231
709	147	178
710	147	236
711	147	221
712	147	236
713	147	240
714	147	341
715	147	264
716	147	269
717	147	212
718	147	264
719	147	236
720	147	231
721	147	226
722	147	207
723	147	236
724	147	293
725	147	231
726	147	236
727	148	226
728	148	231
729	148	226
730	149	231
731	149	240
732	149	269
733	149	197
734	150	154
735	150	274
736	150	231
737	150	221
738	150	236
739	150	56
739	151	184
740	151	216
741	151	269
742	151	231
743	151	188
744	153	212
745	153	240
746	153	269
747	153	240
748	153	260
749	153	255
750	153	231
751	153	303
752	153	269
753	153	236
754	153	188
755	153	245
756	153	197
757	153	284
758	153	236
759	154	231
760	154	168
760	155	63
761	155	236
762	155	327
763	155	240
764	155	212
765	155	226
766	155	293
767	155	231
768	155	250
769	155	168
770	155	232
770	156	18
771	156	120
772	156	226
773	156	173
774	156	236
775	157	240
776	157	336
777	157	255
778	157	231
779	157	216
780	157	240
781	157	80
781	158	184
782	158	243
783	158	265
784	158	270
785	158	422
786	158	270
787	159	238
788	159	270
789	159	260
790	159	206
791	159	63
791	160	18
791	161	233
792	161	216
792	162	135
793	162	254
794	163	227
795	163	233
796	163	270
797	163	180
797	164	63
798	165	92
799	165	265
800	165	297
801	165	211
802	165	243
802	166	76
803	166	227
804	166	260
805	166	90
805	167	27
805	168	148
806	168	265
807	168	292
808	168	297
809	168	265
810	169	254
811	169	270
812	169	233
813	169	260
814	169	144
814	170	105
815	170	254
816	170	270
817	170	260
818	170	233
819	170	184
820	170	254
821	170	281
822	170	153
822	171	112
823	171	180
823	172	123
824	172	270
825	172	314
826	173	362
827	173	216
828	175	171
828	176	137
829	177	384
830	177	281
831	177	211
832	177	265
833	177	27
833	178	249
834	178	72
834	179	193
835	179	308
836	179	270
837	179	249
838	179	270
839	180	270
840	181	36
840	182	117
840	183	90
841	183	292
842	183	260
843	183	265
844	183	243
845	183	265
846	183	303
847	183	270
848	183	276
849	183	270
850	183	265
851	183	260
852	183	292
853	183	297
854	183	227
855	183	281
856	183	260
857	183	119
858	183	265
859	183	260
860	183	319
861	183	270
862	183	18
862	184	242
863	184	140
864	184	288
865	184	288
866	184	282
867	184	20
867	185	10
867	186	252
868	186	180
868	187	114
869	187	306
870	187	282
871	187	110
871	188	40
871	189	10
871	190	140
872	190	276
873	190	294
874	190	252
875	190	300
876	190	288
877	191	216
878	191	282
879	191	408
880	191	252
881	191	276
882	191	276
883	191	300
884	191	294
885	191	270
886	191	300
887	191	330
888	191	234
889	191	288
890	191	80
890	192	196
891	192	294
892	192	270
893	192	294
894	192	276
895	192	276
896	192	288
897	192	228
898	192	246
899	192	228
900	192	240
901	192	264
902	192	276
903	192	252
904	192	294
905	192	300
906	192	276
907	193	252
908	195	20
908	196	10
908	197	252
909	197	288
910	197	288
911	197	216
912	197	378
913	197	366
914	197	318
915	197	222
916	197	282
917	197	336
918	197	330
919	197	246
920	197	120
920	198	186
921	198	324
922	198	288
923	198	342
924	198	150
924	199	120
925	199	294
926	200	200
926	201	22
927	201	324
928	202	264
929	202	282
930	202	282
931	202	30
931	203	180
932	204	60
932	205	252
933	206	312
934	206	306
935	206	294
936	206	60
936	207	300
936	208	12
937	209	300
938	209	138
939	209	282
940	209	288
941	210	50
941	211	40
941	212	150
942	212	10
942	213	278
943	213	330
944	213	270
945	213	366
946	213	300
947	213	288
948	213	294
949	213	324
950	213	344
951	213	99
952	213	311
953	213	330
954	213	324
955	213	337
956	213	330
957	213	304
958	213	291
959	213	330
960	213	146
961	213	110
961	214	174
962	214	317
963	215	350
964	215	350
965	216	548
966	216	416
967	216	482
968	216	410
969	216	337
970	216	324
971	216	330
972	216	330
973	216	330
974	216	324
975	216	370
976	216	225
977	216	304
978	216	403
979	216	337
980	216	357
981	216	284
982	216	324
983	216	330
984	217	330
985	217	311
986	217	337
987	217	383
988	217	330
989	217	311
990	217	297
991	217	330
992	217	344
993	217	324
994	217	264
995	217	154
995	218	275
996	218	324
997	219	291
998	219	132
998	220	231
999	220	337
1000	220	403
1001	220	284
1002	221	99
1002	222	99
1002	223	55
1002	224	31
1003	225	176
1003	226	82
1004	226	132
1004	227	143
1004	228	62
1005	228	304
1006	228	317
1007	228	297
1008	228	291
1009	228	278
1010	228	311
1011	228	337
1012	228	304
1013	228	304
1014	228	344
1015	228	304
1016	228	337
1017	229	311
1018	230	304
1019	230	317
1020	230	330
1021	230	317
1022	230	304
1023	230	297
1024	230	330
1025	230	330
1026	231	410
1027	232	330
1028	232	291
1029	233	408
1030	233	339
1031	233	332
1032	233	281
1033	233	288
1034	233	360
1035	233	339
1036	233	310
1037	233	368
1038	233	108
1038	234	144
1039	234	48
1039	235	370
1040	236	36
1040	237	353
1041	237	60
1041	238	286
1042	238	360
1043	238	353
1044	238	411
1045	238	339
1046	238	404
1047	239	288
1047	240	12
1047	241	46
1048	241	339
1049	241	353
1050	241	180
1050	242	411
1051	242	324
1052	242	339
1053	242	36
1053	243	231
1054	243	317
1055	243	360
1056	243	96
1056	244	185
1057	244	353
1058	244	108
1058	245	245
1059	245	425
1060	245	332
1061	245	339
1062	245	346
1063	245	120
1063	246	226
1064	246	339
1065	246	202
1066	246	132
1066	247	12
1066	248	202
1067	248	353
1068	248	260
1069	248	317
1070	248	360
1071	248	346
1072	248	375
1073	248	346
1074	248	360
1075	248	339
1076	248	346
1077	248	353
1078	248	346
1079	248	353
1080	248	332
1081	248	360
1082	248	346
1083	248	353
1084	248	288
1085	248	84
1085	249	24
1085	250	156
1085	251	36
1085	252	24
1086	254	353
1087	254	382
1088	254	360
1089	254	418
1090	254	375
1091	254	281
1092	254	440
1093	254	382
1094	254	339
1095	254	360
1096	254	346
1097	254	339
1098	254	389
1099	254	332
1100	254	137
1101	254	310
1102	254	360
1103	254	339
1104	254	288
1105	255	310
1106	255	130
1107	255	339
1108	256	389
1109	256	360
1110	256	396
1111	256	404
1112	256	353
1113	256	404
1114	256	423
1115	256	336
1116	256	484
1117	256	383
1118	256	359
1119	256	414
1120	256	437
1121	256	515
1122	256	383
1123	256	539
1124	256	351
1125	256	437
1126	256	390
1127	256	406
1128	256	367
1129	256	414
1130	256	390
1131	257	455
1131	258	6
1132	260	91
1132	261	117
1132	262	78
1132	263	112
1133	263	375
1134	263	390
1135	263	406
1136	263	258
1137	263	26
1137	264	357
1138	264	383
1139	264	383
1140	265	156
1140	266	13
1140	267	206
1141	267	383
1142	268	286
1142	269	112
1143	269	383
1144	269	390
1145	269	390
